invoice_id,customer_id,amount,due_date,customer_historic_dso,customer_prior_disputes,customer_prior_writeoffs,po_mismatch_flag,partial_delivery_flag,customer_pays_after_day_of_month,email_opened,email_replied,is_msme_supplier,latent_cause,hidden_liquidity_day,hidden_ptp_will_promise,hidden_ptp_delay_days,hidden_optout_after_contacts,hidden_clue_noise
INV-0219,CUST-0219,29900.0,2026-04-14,43,0,0,False,False,15,True,False,True,FORGOTTEN,-1,False,21,0,False
INV-0220,CUST-0220,263500.0,2026-04-02,46,1,0,False,False,24,False,False,False,CASH_CRUNCH,67,False,9,0,False
INV-0221,CUST-0221,204900.0,2026-06-08,63,0,0,False,False,24,True,False,True,CASH_CRUNCH,53,True,10,2,False
INV-0222,CUST-0222,34200.0,2026-04-24,48,0,0,False,False,6,False,False,False,FORGOTTEN,-1,True,11,0,False
INV-0223,CUST-0223,169600.0,2026-05-06,53,3,0,True,False,1,True,True,False,DISPUTE,-1,False,16,2,False
INV-0224,CUST-0224,57700.0,2026-04-25,58,0,0,False,False,5,False,False,False,FORGOTTEN,-1,True,10,0,False
INV-0225,CUST-0225,25900.0,2026-04-24,86,1,1,False,False,22,False,False,False,CHRONIC,-1,True,13,0,False
INV-0226,CUST-0226,41100.0,2026-06-17,94,1,0,False,False,23,False,False,True,CHRONIC,-1,True,13,0,False
INV-0227,CUST-0227,36000.0,2026-04-23,64,0,0,True,False,10,True,False,True,DISPUTE,-1,False,7,0,False
INV-0228,CUST-0228,1130800.0,2026-04-01,87,1,2,False,False,12,False,False,True,CHRONIC,-1,True,11,2,False
INV-0229,CUST-0229,60200.0,2026-06-07,72,1,1,True,True,4,True,True,True,DISPUTE,-1,False,10,0,False
INV-0230,CUST-0230,309200.0,2026-05-10,43,0,0,False,False,7,True,False,False,DISPUTE,-1,False,19,0,True
INV-0231,CUST-0231,399400.0,2026-06-10,42,1,0,False,False,9,True,False,False,FORGOTTEN,-1,False,14,0,False
INV-0232,CUST-0232,672600.0,2026-06-17,75,5,1,False,False,15,True,True,False,DISPUTE,-1,False,7,0,False
INV-0233,CUST-0233,192700.0,2026-04-24,62,0,0,False,False,26,True,True,True,CASH_CRUNCH,53,True,14,0,False
INV-0234,CUST-0234,152700.0,2026-06-24,46,0,0,True,False,27,True,False,False,CASH_CRUNCH,55,True,16,0,False
INV-0235,CUST-0235,114600.0,2026-06-23,87,1,1,True,False,6,True,True,False,DISPUTE,-1,False,20,0,False
INV-0236,CUST-0236,59400.0,2026-04-07,47,0,0,False,False,6,True,False,True,FORGOTTEN,-1,True,7,2,False
INV-0237,CUST-0237,149800.0,2026-05-09,47,0,0,False,False,15,True,False,True,CASH_CRUNCH,57,True,17,0,True
INV-0238,CUST-0238,1490700.0,2026-06-10,89,3,0,True,True,3,False,False,False,DISPUTE,-1,False,11,0,False
INV-0239,CUST-0239,100300.0,2026-05-25,35,0,0,False,False,7,True,False,False,FORGOTTEN,-1,True,8,0,False
INV-0240,CUST-0240,235700.0,2026-05-10,61,0,1,False,False,13,False,False,False,CHRONIC,-1,True,16,0,False
INV-0241,CUST-0241,619900.0,2026-05-23,69,0,1,False,False,21,True,True,True,FORGOTTEN,-1,True,16,0,True
INV-0242,CUST-0242,61200.0,2026-04-23,115,0,4,False,True,17,False,False,False,CASH_CRUNCH,70,False,13,0,True
INV-0243,CUST-0243,81900.0,2026-05-18,74,0,0,False,False,24,True,False,False,CASH_CRUNCH,45,True,10,0,False
INV-0244,CUST-0244,148300.0,2026-05-15,44,1,0,False,False,9,True,False,False,FORGOTTEN,-1,True,12,0,False
INV-0245,CUST-0245,14700.0,2026-05-15,53,2,1,False,False,4,True,True,False,DISPUTE,-1,True,16,0,False
INV-0246,CUST-0246,121100.0,2026-06-17,51,0,0,False,False,13,False,False,True,FORGOTTEN,-1,True,9,0,False
INV-0247,CUST-0247,121900.0,2026-05-06,49,0,0,False,False,5,False,False,False,FORGOTTEN,-1,True,7,0,False
INV-0248,CUST-0248,425500.0,2026-05-23,30,0,0,False,False,2,False,False,True,FORGOTTEN,-1,True,9,0,False
INV-0249,CUST-0249,35000.0,2026-04-20,43,0,0,False,False,1,True,False,False,CASH_CRUNCH,58,True,13,0,True
INV-0250,CUST-0250,405300.0,2026-06-04,66,0,0,False,True,26,True,True,True,CASH_CRUNCH,42,True,16,0,False
INV-0251,CUST-0251,218400.0,2026-05-29,39,1,0,False,True,18,False,False,False,DISPUTE,-1,True,9,0,False
INV-0252,CUST-0252,353200.0,2026-05-29,28,0,0,False,False,11,False,False,False,CHRONIC,-1,True,18,0,True
INV-0253,CUST-0253,114100.0,2026-06-13,43,0,0,False,False,14,False,False,True,FORGOTTEN,-1,True,7,0,False
INV-0254,CUST-0254,389900.0,2026-05-20,91,0,0,False,False,20,False,False,False,CASH_CRUNCH,62,True,9,0,False
INV-0255,CUST-0255,554400.0,2026-06-13,37,0,0,False,False,12,True,True,True,FORGOTTEN,-1,False,9,0,False
INV-0256,CUST-0256,178200.0,2026-04-27,59,0,0,True,False,28,True,False,True,CASH_CRUNCH,41,True,9,0,False
INV-0257,CUST-0257,268500.0,2026-04-17,32,0,0,False,False,11,True,False,False,FORGOTTEN,-1,False,13,0,False
INV-0258,CUST-0258,466400.0,2026-05-26,109,1,2,False,False,27,False,False,False,CHRONIC,-1,False,17,0,False
INV-0259,CUST-0259,39900.0,2026-05-26,64,0,0,False,False,27,True,False,False,CASH_CRUNCH,57,False,18,0,False
INV-0260,CUST-0260,104900.0,2026-05-28,53,1,0,False,False,21,True,True,False,CASH_CRUNCH,43,False,14,0,False
INV-0261,CUST-0261,228000.0,2026-06-04,63,0,0,True,False,27,True,True,True,CHRONIC,-1,True,13,0,True
INV-0262,CUST-0262,98500.0,2026-05-28,53,0,0,False,False,9,False,False,True,FORGOTTEN,-1,True,9,0,False
INV-0263,CUST-0263,80600.0,2026-06-27,72,5,0,False,False,13,True,True,True,DISPUTE,-1,False,20,0,False
INV-0264,CUST-0264,241200.0,2026-04-10,77,1,3,False,False,23,False,False,True,CHRONIC,-1,True,20,0,False
INV-0265,CUST-0265,62000.0,2026-05-22,110,1,0,False,False,22,False,False,False,CHRONIC,-1,True,17,3,False
INV-0266,CUST-0266,112500.0,2026-04-16,66,0,0,False,False,28,True,False,False,FORGOTTEN,-1,True,20,0,True
INV-0267,CUST-0267,130600.0,2026-06-14,57,0,0,True,False,14,True,True,False,FORGOTTEN,-1,False,21,0,True
INV-0268,CUST-0268,36200.0,2026-05-16,41,0,0,False,False,22,True,True,True,CASH_CRUNCH,44,False,17,2,False
INV-0269,CUST-0269,45800.0,2026-05-14,85,0,3,False,False,27,False,False,True,CHRONIC,-1,False,14,0,False
INV-0270,CUST-0270,809800.0,2026-06-21,30,2,0,False,True,8,False,False,True,CASH_CRUNCH,68,False,9,0,True
INV-0271,CUST-0271,266700.0,2026-04-12,43,3,0,True,False,15,True,False,True,FORGOTTEN,-1,True,14,2,True
INV-0272,CUST-0272,516900.0,2026-06-16,62,0,1,False,True,24,False,False,False,CASH_CRUNCH,59,True,7,0,False
INV-0273,CUST-0273,147000.0,2026-04-02,41,2,1,False,True,12,True,True,False,DISPUTE,-1,False,21,2,False
INV-0274,CUST-0274,188300.0,2026-05-21,42,0,0,False,False,6,False,False,True,FORGOTTEN,-1,False,21,0,False
INV-0275,CUST-0275,65600.0,2026-04-11,50,4,1,True,False,4,False,False,True,DISPUTE,-1,False,15,0,False
INV-0276,CUST-0276,85400.0,2026-05-17,93,0,1,False,False,12,False,False,True,CHRONIC,-1,False,17,4,False
INV-0277,CUST-0277,29100.0,2026-05-20,17,1,0,False,False,9,False,False,True,FORGOTTEN,-1,True,10,0,False
INV-0278,CUST-0278,120000.0,2026-06-22,47,0,0,False,True,7,True,False,True,FORGOTTEN,-1,True,15,0,False
INV-0279,CUST-0279,1823700.0,2026-04-17,66,1,0,False,False,28,True,True,False,CASH_CRUNCH,40,True,16,0,False
INV-0280,CUST-0280,300900.0,2026-04-28,37,1,0,True,False,15,True,True,True,DISPUTE,-1,False,19,0,False
INV-0281,CUST-0281,173100.0,2026-06-20,37,1,0,False,False,8,True,True,False,DISPUTE,-1,False,14,0,True
INV-0282,CUST-0282,86000.0,2026-04-16,43,0,0,False,False,10,True,False,False,FORGOTTEN,-1,False,16,0,False
INV-0283,CUST-0283,30700.0,2026-06-19,103,1,1,False,False,11,False,False,False,CHRONIC,-1,True,15,0,False
INV-0284,CUST-0284,141400.0,2026-06-29,61,0,0,False,False,10,True,False,True,FORGOTTEN,-1,False,10,0,False
INV-0285,CUST-0285,74200.0,2026-06-10,74,2,2,False,False,23,False,False,False,CHRONIC,-1,True,13,0,False
INV-0286,CUST-0286,339700.0,2026-04-03,79,0,0,False,False,24,True,True,False,CASH_CRUNCH,56,True,13,0,False
INV-0287,CUST-0287,257300.0,2026-04-13,73,1,2,False,False,16,False,False,True,CHRONIC,-1,False,17,0,False
INV-0288,CUST-0288,120700.0,2026-04-14,67,0,2,False,False,7,False,False,False,CHRONIC,-1,True,8,0,False
INV-0289,CUST-0289,291400.0,2026-04-04,46,0,1,False,False,12,True,False,True,FORGOTTEN,-1,False,10,0,False
INV-0290,CUST-0290,237400.0,2026-05-31,83,0,2,True,False,17,False,False,False,CHRONIC,-1,True,8,0,False
INV-0291,CUST-0291,34900.0,2026-04-30,94,2,2,False,False,19,False,False,False,CHRONIC,-1,True,20,0,False
INV-0292,CUST-0292,48400.0,2026-06-04,44,0,0,False,False,11,False,False,True,FORGOTTEN,-1,False,8,0,False
INV-0293,CUST-0293,46400.0,2026-05-27,85,1,1,False,False,14,False,False,True,CHRONIC,-1,True,16,0,False
INV-0294,CUST-0294,52700.0,2026-05-13,56,2,0,True,True,2,True,True,True,DISPUTE,-1,False,17,2,False
INV-0295,CUST-0295,57400.0,2026-06-18,70,0,0,False,False,24,True,True,False,CASH_CRUNCH,64,True,18,0,False
INV-0296,CUST-0296,159800.0,2026-04-15,54,1,0,False,False,25,True,False,True,CASH_CRUNCH,65,True,17,0,False
INV-0297,CUST-0297,158800.0,2026-06-29,63,0,0,False,False,26,True,False,False,CASH_CRUNCH,69,True,18,0,False
INV-0298,CUST-0298,25800.0,2026-06-19,59,2,1,False,True,4,True,False,True,DISPUTE,-1,False,14,0,False
INV-0299,CUST-0299,234100.0,2026-04-18,74,1,0,False,True,7,True,False,False,DISPUTE,-1,False,7,0,False
INV-0300,CUST-0300,73100.0,2026-04-12,96,1,1,False,False,8,False,False,True,CHRONIC,-1,True,10,0,False
INV-0301,CUST-0301,47300.0,2026-05-23,88,1,0,False,True,7,True,False,False,DISPUTE,-1,False,15,2,False
INV-0302,CUST-0302,117900.0,2026-04-06,30,0,0,False,False,10,True,False,False,FORGOTTEN,-1,False,13,0,False
INV-0303,CUST-0303,51300.0,2026-04-07,54,2,0,True,False,1,True,True,True,DISPUTE,-1,False,16,4,False
INV-0304,CUST-0304,393900.0,2026-05-16,97,0,5,False,False,4,False,False,True,CHRONIC,-1,True,17,0,False
INV-0305,CUST-0305,325000.0,2026-05-07,49,1,0,False,True,22,True,False,False,CASH_CRUNCH,69,True,17,0,False
INV-0306,CUST-0306,201400.0,2026-06-28,61,1,0,False,False,25,True,False,True,CASH_CRUNCH,51,True,17,0,False
INV-0307,CUST-0307,10100.0,2026-06-13,48,0,1,False,False,7,True,False,False,FORGOTTEN,-1,False,20,2,False
INV-0308,CUST-0308,59400.0,2026-04-12,58,2,0,False,True,3,True,True,False,DISPUTE,-1,False,8,4,False
INV-0309,CUST-0309,261600.0,2026-06-22,59,0,0,False,False,28,True,False,True,CASH_CRUNCH,68,True,8,0,False
INV-0310,CUST-0310,311400.0,2026-05-01,76,3,0,True,True,12,True,True,True,DISPUTE,-1,False,12,0,False
INV-0311,CUST-0311,362100.0,2026-06-19,64,1,0,False,False,26,True,True,True,CASH_CRUNCH,61,True,16,0,False
INV-0312,CUST-0312,335100.0,2026-06-18,43,0,0,False,False,4,True,True,False,FORGOTTEN,-1,True,17,0,False
INV-0313,CUST-0313,710900.0,2026-04-29,67,1,0,False,False,22,False,False,True,CASH_CRUNCH,60,True,14,0,False
INV-0314,CUST-0314,450300.0,2026-05-24,63,1,0,False,False,26,True,False,False,CASH_CRUNCH,56,False,9,2,False
INV-0315,CUST-0315,353400.0,2026-04-21,47,3,1,False,True,17,False,False,True,DISPUTE,-1,False,10,0,False
INV-0316,CUST-0316,750400.0,2026-04-07,27,0,0,False,False,3,True,False,False,FORGOTTEN,-1,True,19,0,False
INV-0317,CUST-0317,129700.0,2026-05-20,54,0,0,False,False,12,True,True,False,FORGOTTEN,-1,True,10,0,False
INV-0318,CUST-0318,73700.0,2026-05-26,43,1,0,False,False,3,True,False,False,FORGOTTEN,-1,True,15,0,False
INV-0319,CUST-0319,56700.0,2026-04-06,39,0,0,False,False,13,True,False,False,FORGOTTEN,-1,True,13,0,False
INV-0320,CUST-0320,75600.0,2026-04-29,55,0,1,False,False,5,True,False,True,FORGOTTEN,-1,True,13,0,False
INV-0321,CUST-0321,36700.0,2026-04-14,96,1,2,False,False,4,False,False,True,CHRONIC,-1,True,10,0,False
INV-0322,CUST-0322,26700.0,2026-05-16,66,1,0,False,False,28,False,False,True,CASH_CRUNCH,57,True,11,0,False
INV-0323,CUST-0323,23300.0,2026-05-11,49,2,0,True,True,1,True,True,True,DISPUTE,-1,False,10,0,False
INV-0324,CUST-0324,83000.0,2026-06-07,89,0,1,False,False,11,False,False,True,CHRONIC,-1,True,7,0,False
INV-0325,CUST-0325,203400.0,2026-06-17,40,0,0,False,False,15,True,False,True,FORGOTTEN,-1,False,21,0,False
INV-0326,CUST-0326,65200.0,2026-04-03,61,0,0,False,False,11,True,False,False,FORGOTTEN,-1,False,19,0,False
INV-0327,CUST-0327,157400.0,2026-06-22,100,1,1,False,False,26,True,False,True,CHRONIC,-1,True,18,0,False
INV-0328,CUST-0328,83700.0,2026-04-30,28,1,0,True,False,6,True,False,False,FORGOTTEN,-1,True,19,0,False
INV-0329,CUST-0329,59900.0,2026-05-24,86,0,1,False,False,24,True,True,False,CHRONIC,-1,True,14,0,False
INV-0330,CUST-0330,321500.0,2026-04-16,88,0,3,False,False,18,False,False,True,CHRONIC,-1,True,17,4,False
INV-0331,CUST-0331,17800.0,2026-05-18,59,0,0,True,False,24,True,False,False,FORGOTTEN,-1,True,17,0,True
INV-0332,CUST-0332,257300.0,2026-06-15,54,0,0,False,False,5,False,False,False,FORGOTTEN,-1,True,12,0,False
INV-0333,CUST-0333,119800.0,2026-05-07,43,0,1,False,False,3,True,False,True,FORGOTTEN,-1,False,11,0,False
INV-0334,CUST-0334,94900.0,2026-06-12,68,1,0,True,False,15,True,True,True,DISPUTE,-1,False,13,4,False
INV-0335,CUST-0335,33300.0,2026-06-17,40,0,0,False,False,10,True,True,False,FORGOTTEN,-1,True,15,0,False
INV-0336,CUST-0336,174100.0,2026-05-09,73,2,0,False,False,12,False,False,False,DISPUTE,-1,False,12,0,False
INV-0337,CUST-0337,111300.0,2026-06-14,68,1,0,False,False,21,True,False,False,CASH_CRUNCH,68,False,15,0,False
INV-0338,CUST-0338,299400.0,2026-05-19,63,3,1,True,True,4,True,True,False,DISPUTE,-1,False,18,0,False
INV-0339,CUST-0339,1779100.0,2026-04-02,38,1,0,False,False,13,True,False,True,FORGOTTEN,-1,True,9,0,False
INV-0340,CUST-0340,278800.0,2026-06-11,48,0,0,False,False,3,True,False,False,FORGOTTEN,-1,True,12,0,False
INV-0341,CUST-0341,233600.0,2026-06-04,52,1,1,True,False,5,True,True,False,FORGOTTEN,-1,True,18,0,True
INV-0342,CUST-0342,170000.0,2026-05-30,35,0,0,False,False,10,True,False,False,FORGOTTEN,-1,False,8,0,False
INV-0343,CUST-0343,64000.0,2026-06-19,66,2,0,False,False,23,True,True,False,CASH_CRUNCH,59,False,14,0,False
INV-0344,CUST-0344,243200.0,2026-06-12,53,0,1,False,False,8,True,False,False,FORGOTTEN,-1,True,17,0,False
INV-0345,CUST-0345,19800.0,2026-05-05,27,0,0,False,False,11,False,False,True,FORGOTTEN,-1,True,13,0,False
INV-0346,CUST-0346,271700.0,2026-04-21,65,2,0,True,True,14,True,True,True,DISPUTE,-1,False,9,4,False
INV-0347,CUST-0347,171500.0,2026-06-23,44,2,0,False,True,1,True,True,False,DISPUTE,-1,False,12,4,False
INV-0348,CUST-0348,186800.0,2026-06-08,52,0,0,False,False,5,True,True,True,FORGOTTEN,-1,False,13,0,False
INV-0349,CUST-0349,170100.0,2026-06-23,99,2,3,True,False,5,False,False,False,CHRONIC,-1,True,21,0,False
INV-0350,CUST-0350,65700.0,2026-05-27,75,1,0,False,True,6,True,True,False,DISPUTE,-1,False,19,3,False
INV-0351,CUST-0351,113900.0,2026-04-24,47,0,0,False,False,10,True,True,False,FORGOTTEN,-1,True,21,0,False
INV-0352,CUST-0352,68400.0,2026-04-03,90,1,2,False,False,26,False,False,False,CHRONIC,-1,True,10,0,False
INV-0353,CUST-0353,38900.0,2026-04-30,62,1,0,False,False,21,True,True,True,CASH_CRUNCH,58,True,17,0,False
INV-0354,CUST-0354,203100.0,2026-06-19,39,0,0,False,False,7,True,False,True,FORGOTTEN,-1,True,17,0,False
INV-0355,CUST-0355,74100.0,2026-05-24,83,0,3,False,True,23,False,False,True,CHRONIC,-1,True,7,0,False
INV-0356,CUST-0356,64800.0,2026-04-27,63,1,1,False,False,7,False,False,False,CHRONIC,-1,True,16,0,False
INV-0357,CUST-0357,36200.0,2026-04-02,27,0,1,False,False,3,True,False,True,FORGOTTEN,-1,True,19,0,False
INV-0358,CUST-0358,22600.0,2026-05-22,76,0,1,False,False,25,True,False,False,CASH_CRUNCH,50,False,10,0,False
INV-0359,CUST-0359,84700.0,2026-04-07,101,1,3,False,False,28,True,False,False,CHRONIC,-1,False,14,0,False
INV-0360,CUST-0360,63700.0,2026-05-27,70,0,0,False,False,20,True,True,True,CASH_CRUNCH,44,False,13,0,False
INV-0361,CUST-0361,16200.0,2026-04-17,27,0,0,False,False,8,True,True,True,DISPUTE,-1,False,17,0,False
INV-0362,CUST-0362,83500.0,2026-06-28,89,1,3,False,False,24,False,False,True,CHRONIC,-1,True,10,0,False
INV-0363,CUST-0363,207800.0,2026-06-25,43,1,1,True,False,16,True,True,False,DISPUTE,-1,False,8,2,False
INV-0364,CUST-0364,539400.0,2026-05-23,30,0,0,False,False,4,True,False,False,FORGOTTEN,-1,True,21,0,False
INV-0365,CUST-0365,517800.0,2026-04-16,59,2,0,True,False,2,True,True,False,DISPUTE,-1,False,20,0,False
INV-0366,CUST-0366,111400.0,2026-06-20,53,1,0,False,False,21,True,False,False,CASH_CRUNCH,53,True,19,0,False
INV-0367,CUST-0367,49100.0,2026-04-07,52,0,0,False,False,9,True,False,False,FORGOTTEN,-1,True,11,0,False
INV-0368,CUST-0368,110800.0,2026-05-31,73,1,0,False,False,26,True,False,False,CASH_CRUNCH,67,True,21,0,False
INV-0369,CUST-0369,183600.0,2026-04-30,56,2,0,False,False,1,True,True,True,DISPUTE,-1,False,21,0,False
INV-0370,CUST-0370,19900.0,2026-05-08,35,0,0,False,False,11,False,False,True,DISPUTE,-1,False,17,0,False
INV-0371,CUST-0371,20000.0,2026-06-29,73,1,0,False,True,26,True,False,False,CASH_CRUNCH,61,True,12,0,False
INV-0372,CUST-0372,139600.0,2026-05-25,26,1,0,False,False,2,True,True,False,FORGOTTEN,-1,False,17,0,False
INV-0373,CUST-0373,91300.0,2026-04-06,45,0,0,False,False,14,True,False,True,FORGOTTEN,-1,False,12,0,False
INV-0374,CUST-0374,206000.0,2026-05-03,63,1,1,False,False,15,False,False,False,CHRONIC,-1,True,17,3,False
INV-0375,CUST-0375,49000.0,2026-05-26,83,2,2,True,False,25,False,False,False,CHRONIC,-1,True,14,0,False
INV-0376,CUST-0376,304900.0,2026-06-15,91,1,0,False,False,8,False,False,False,CHRONIC,-1,True,21,2,False
INV-0377,CUST-0377,124600.0,2026-05-21,55,1,0,False,False,11,True,False,True,DISPUTE,-1,False,8,2,False
INV-0378,CUST-0378,31100.0,2026-05-05,70,0,0,False,False,22,True,True,True,CASH_CRUNCH,46,True,10,0,False
INV-0379,CUST-0379,70200.0,2026-06-15,59,0,1,True,False,1,True,False,False,DISPUTE,-1,True,9,0,False
INV-0380,CUST-0380,70000.0,2026-04-24,81,1,2,False,False,4,True,False,False,FORGOTTEN,-1,True,16,0,True
INV-0381,CUST-0381,49100.0,2026-06-16,70,1,2,False,False,21,False,False,True,CHRONIC,-1,True,19,0,False
INV-0382,CUST-0382,658700.0,2026-04-06,57,2,1,False,True,6,True,True,False,DISPUTE,-1,False,9,0,False
INV-0383,CUST-0383,286000.0,2026-04-21,101,1,3,False,False,25,False,False,False,CHRONIC,-1,True,7,0,False
INV-0384,CUST-0384,33200.0,2026-04-20,31,0,0,True,False,4,False,False,True,FORGOTTEN,-1,False,17,0,False
INV-0385,CUST-0385,215100.0,2026-05-14,42,0,0,False,False,11,True,False,False,FORGOTTEN,-1,False,12,0,False
INV-0386,CUST-0386,737500.0,2026-06-16,64,5,0,False,True,13,True,True,False,DISPUTE,-1,False,21,0,False
INV-0387,CUST-0387,114600.0,2026-05-28,44,0,0,False,False,7,True,False,False,FORGOTTEN,-1,False,19,0,False
INV-0388,CUST-0388,541200.0,2026-06-22,59,2,0,True,True,16,True,False,True,DISPUTE,-1,False,13,0,False
INV-0389,CUST-0389,410500.0,2026-06-09,43,0,1,False,False,9,True,False,True,FORGOTTEN,-1,True,8,0,False
INV-0390,CUST-0390,38600.0,2026-04-03,60,0,1,False,False,22,True,True,True,FORGOTTEN,-1,False,9,0,True
INV-0391,CUST-0391,149600.0,2026-04-11,69,0,0,False,False,22,True,True,True,CASH_CRUNCH,67,False,8,0,False
INV-0392,CUST-0392,99600.0,2026-04-06,63,2,0,True,True,1,True,False,True,CASH_CRUNCH,59,True,13,0,True
INV-0393,CUST-0393,177900.0,2026-04-07,100,2,2,False,False,18,False,False,True,CHRONIC,-1,True,8,0,False
INV-0394,CUST-0394,12900.0,2026-05-19,78,0,0,False,False,26,True,True,True,CASH_CRUNCH,47,True,11,4,False
INV-0395,CUST-0395,512500.0,2026-05-12,37,0,0,False,False,10,True,False,False,FORGOTTEN,-1,True,9,0,False
INV-0396,CUST-0396,238500.0,2026-04-25,61,0,1,False,False,25,True,True,False,CASH_CRUNCH,66,True,13,0,False
INV-0397,CUST-0397,187900.0,2026-06-02,52,0,0,False,False,1,True,False,True,FORGOTTEN,-1,True,7,0,False
INV-0398,CUST-0398,237200.0,2026-04-02,51,1,0,False,False,1,True,False,True,FORGOTTEN,-1,True,7,0,False
INV-0399,CUST-0399,214300.0,2026-06-29,39,2,0,True,True,13,True,True,True,DISPUTE,-1,False,21,0,False
INV-0400,CUST-0400,164900.0,2026-05-30,84,0,0,False,True,14,False,False,False,CHRONIC,-1,True,18,0,False
INV-0401,CUST-0401,32600.0,2026-05-12,50,0,0,False,False,24,True,True,False,CASH_CRUNCH,66,True,14,0,False
INV-0402,CUST-0402,182200.0,2026-04-04,42,1,0,False,False,17,True,True,True,DISPUTE,-1,False,13,0,False
INV-0403,CUST-0403,62700.0,2026-04-09,75,1,2,False,False,17,False,False,True,CHRONIC,-1,True,20,0,False
INV-0404,CUST-0404,92700.0,2026-05-06,77,1,0,False,True,5,False,False,True,CASH_CRUNCH,40,True,16,3,True
INV-0405,CUST-0405,18400.0,2026-05-16,55,0,0,False,False,11,False,False,False,FORGOTTEN,-1,True,18,0,False
INV-0406,CUST-0406,41500.0,2026-04-07,113,2,3,False,False,27,False,False,False,CHRONIC,-1,True,14,0,False
INV-0407,CUST-0407,219200.0,2026-06-03,25,0,0,False,False,11,True,False,True,FORGOTTEN,-1,True,12,0,False
INV-0408,CUST-0408,123700.0,2026-05-12,63,0,0,False,False,12,True,True,False,FORGOTTEN,-1,True,15,0,False
INV-0409,CUST-0409,259000.0,2026-04-26,101,0,1,False,False,14,False,False,False,CHRONIC,-1,True,13,0,False
INV-0410,CUST-0410,56800.0,2026-04-13,47,0,1,False,False,14,True,False,False,FORGOTTEN,-1,True,14,0,False
INV-0411,CUST-0411,144800.0,2026-06-27,64,0,1,False,False,18,False,False,True,CHRONIC,-1,True,11,0,False
INV-0412,CUST-0412,91800.0,2026-04-13,42,0,0,False,False,6,False,False,False,FORGOTTEN,-1,True,16,0,False
INV-0413,CUST-0413,74400.0,2026-04-29,60,0,0,False,False,21,True,False,True,CASH_CRUNCH,54,True,9,0,False
INV-0414,CUST-0414,146200.0,2026-04-09,77,0,1,False,False,21,True,False,True,CASH_CRUNCH,56,False,13,0,False
INV-0415,CUST-0415,167900.0,2026-04-13,71,0,3,True,False,13,False,False,True,CHRONIC,-1,True,20,0,False
INV-0416,CUST-0416,42400.0,2026-04-02,73,0,0,False,False,4,True,False,False,FORGOTTEN,-1,False,15,0,False
INV-0417,CUST-0417,132700.0,2026-05-13,32,0,0,False,False,3,True,False,False,FORGOTTEN,-1,False,18,0,False
INV-0418,CUST-0418,360200.0,2026-04-01,74,3,0,False,False,15,True,True,False,DISPUTE,-1,False,19,0,False
INV-0419,CUST-0419,154300.0,2026-04-23,60,0,0,False,False,1,True,False,False,FORGOTTEN,-1,False,20,0,False
INV-0420,CUST-0420,371400.0,2026-05-18,38,1,0,True,False,4,True,False,False,FORGOTTEN,-1,False,14,0,False
INV-0421,CUST-0421,773300.0,2026-06-21,62,0,0,False,False,1,True,False,True,CHRONIC,-1,True,9,0,True
INV-0422,CUST-0422,74900.0,2026-04-03,50,0,0,False,False,10,False,False,True,FORGOTTEN,-1,True,11,0,False
INV-0423,CUST-0423,222200.0,2026-06-04,32,0,0,False,False,15,True,False,True,FORGOTTEN,-1,False,15,0,False
INV-0424,CUST-0424,34000.0,2026-06-02,51,0,0,False,False,24,True,False,False,CASH_CRUNCH,68,True,8,0,False
INV-0425,CUST-0425,254800.0,2026-05-26,39,0,0,False,False,3,True,False,False,FORGOTTEN,-1,True,16,0,False
INV-0426,CUST-0426,408100.0,2026-04-22,31,0,0,False,False,7,False,False,False,FORGOTTEN,-1,False,21,0,False
INV-0427,CUST-0427,94700.0,2026-05-02,42,2,0,False,False,3,False,False,True,FORGOTTEN,-1,False,18,0,False
INV-0428,CUST-0428,139500.0,2026-05-15,40,0,0,False,False,2,False,False,True,FORGOTTEN,-1,True,8,0,False
INV-0429,CUST-0429,134700.0,2026-04-01,59,1,0,False,False,11,True,False,False,FORGOTTEN,-1,True,10,0,False
INV-0430,CUST-0430,227500.0,2026-04-11,73,0,0,False,False,25,True,False,True,CASH_CRUNCH,67,True,14,0,False
INV-0431,CUST-0431,217700.0,2026-05-30,62,0,1,True,True,23,False,False,False,DISPUTE,-1,False,18,0,True
INV-0432,CUST-0432,180100.0,2026-06-25,42,0,1,False,False,11,True,False,True,FORGOTTEN,-1,True,20,0,False
INV-0433,CUST-0433,106000.0,2026-05-12,89,2,0,True,True,9,False,False,False,DISPUTE,-1,True,8,0,False
INV-0434,CUST-0434,376600.0,2026-05-12,48,0,2,False,False,26,False,False,True,CASH_CRUNCH,41,False,12,0,False
INV-0435,CUST-0435,221100.0,2026-05-25,58,0,0,False,False,23,True,True,False,CASH_CRUNCH,54,True,15,0,False
INV-0436,CUST-0436,25100.0,2026-05-30,55,6,0,True,True,6,True,True,False,DISPUTE,-1,False,13,0,False
INV-0437,CUST-0437,203200.0,2026-05-03,48,0,1,False,False,13,True,False,False,FORGOTTEN,-1,True,11,2,False
INV-0438,CUST-0438,124100.0,2026-04-08,23,0,0,False,False,2,False,False,True,FORGOTTEN,-1,True,19,0,False
INV-0439,CUST-0439,105200.0,2026-05-18,100,2,3,False,False,2,False,False,True,CHRONIC,-1,True,12,0,False
